cited_by_fbwalls_count,cited_by_feeds_count,cited_by_gplus_count,cited_by_msm_count,cited_by_posts_count,cited_by_rdts_count,cited_by_tweeters_count,cited_by_videos_count,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,altmetric_id
0,0,1,0,5,0,0,3,"[0, 0, 0, '118358']","[0, 0, 0, '3058']","[0, 0, 0, '59']","[0, 0, 0, '0']","[0, 0, 0, '238']",11720358
0,0,0,0,10,0,5,3,"[0, 0, 0, '118358']","[0, 0, 0, '3058']","[0, 0, 0, '59']","[0, 0, 0, '0']","[0, 0, 0, '238']",11720360
0,0,0,0,5,0,1,3,"[0, 0, 0, '118358']","[0, 0, 0, '3058']","[0, 0, 0, '59']","[0, 0, 0, '0']","[0, 0, 0, '238']",11720362
8,1,2,0,82,1,57,4,"[0, '61', 0, '4335']","[0, '3', 0, '63']","[0, '0', 0, '9']","[0, '0', 0, '0']","[0, 0, 0, '12']",1173753
2,8,1,0,63,0,30,3,"['2656', '283', '15345', '26963']","['107', '2', '337', '488']","['10', '0', '54', '144']","['0', '0', '0', '0']","['60', '4', '185', '397']",117517
5,5,5,0,185,3,131,1,"['89', '65', '35', '820']","['0', '0', '0', '3']","['0', '1', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",1175931
9,0,0,1,35,0,10,2,"['7329', '9905', '4518', 0]","['16', '128', '76', 0]","['2', '6', '4', 0]","['0', '0', '0', 0]","['6', '37', '34', 0]",1176013
1,1,0,0,17,1,3,1,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",1177988
0,0,0,0,8,0,4,1,"['67', '289', '61', '81']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",1179180
2,2,16,16,123,2,47,4,"['734', '1444034', '13', '35200']","['42', '67115', '0', '466']","['0', '773', '0', '76']","['0', '0', '0', '0']","['6', '5640', '0', '108']",1180290
4,1,1,5,39,0,19,4,"['470', '6075', '3193', '545']","['83', '138', '178', '2']","['1', '10', '3', '0']","['0', '0', '0', '0']","['10', '13', '25', '2']",1185893
24,16,8,130,413,1,177,4,"['56', '27', '1453', '78']","['3', '2', '89', '5']","['0', '0', '16', '0']","['0', '0', '0', '0']","['0', '0', '18', '0']",11860150
20,25,1,256,1319,6,916,4,"['84', '1841', '106', '250305']","['12', '32', '1', '9391']","['0', '0', '0', '141']","['0', '0', '0', '0']","['0', '2', '0', '663']",11872120
7,0,0,1,71,0,49,2,"['81', '2618', '762', '352']","['4', '128', '7', '5']","['0', '3', '0', '0']","['0', '0', '0', '0']","['0', '20', '0', '0']",1187843
387,0,14,0,2318,0,1139,4,"['3', '57', '1474', '53294']","['0', '6', '17', 0]","['0', '0', '6', 0]","['0', '0', '0', '0']","['2', '3', '4', 0]",1188031
1,1,0,2,32,0,17,4,"['11028', '1114', '8338', '13858']","['879', '54', '280', '791']","['15', '0', '8', '15']","['0', '0', '0', '0']","['160', '20', '42', '307']",1188130
0,2,0,1,13,0,3,4,"['19', '507', '69664', 0]","['1', '21', '3096', 0]","['1', '40', '5522', 0]","['0', '0', '0', 0]","['0', '58', '2415', 0]",118867
3,0,0,8,39,0,19,4,"['18907', '4553', '689186', '51044']","['154', '242', '22857', '1526']","['6', '2', '335', '16']","['0', '0', '0', '0']","['5', '14', '422', '102']",1189353
2,1,0,0,18,0,7,5,"['690', '17', 0, '4867']","['21', '4', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, '0']","['8', '0', 0, '7']",1189739
1,8,62,10,241,1,126,4,"['3833', '4968', '63042', '23283']","['78', '206', '1802', '455']","['6', '4', '23', '14']","['0', '0', '0', '0']","['3', '13', '134', '20']",1191871
0,4,0,3,22,0,3,3,"['95', '29', '82', '405']","['0', '0', '1', '1']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '1', '0']",1193591
0,0,0,0,8,0,3,3,"[0, 0, 0, '610856']","[0, 0, 0, '12253']","[0, 0, 0, '387']","[0, 0, 0, '0']","[0, 0, 0, '1146']",11947222
0,2,0,1,12,0,1,3,"[0, 0, 0, '604796']","[0, 0, 0, '12138']","[0, 0, 0, '382']","[0, 0, 0, '0']","[0, 0, 0, '1138']",11947224
10,0,0,0,29,0,12,1,"['2541', '5115', '862', '579']","['194', '293', '65', '14']","['8', '5', '0', '1']","['0', '0', '0', '0']","['90', '125', '40', '17']",1197319
2,6,1,50,212,0,39,4,"['234', '32245', '70115', '5946137']","['13', '1221', '2605', '131331']","['1', '18', '122', '1875']","['0', '0', '0', '0']","['2', '41', '92', '6572']",1201254
3,2,0,0,24,0,13,4,"['974', '1', '96720', '23123']","['44', '0', '5841', '796']","['6', '0', '102', '13']","['0', '0', '0', '0']","['6', '0', '266', '37']",1201281
0,2,0,1,38,0,27,2,"['49844', '157486', '6725', '1269']","['3638', '13319', '13', '4']","['15', '101', '0', '0']","['0', '0', '0', '0']","['161', '480', '1', '0']",1202700
11,0,0,9,65,0,3,3,"['5672', 0, 0, 0]","['87', 0, 0, 0]","['2', 0, 0, 0]","['0', 0, 0, 0]","['18', 0, 0, 0]",1202963
0,0,0,0,6,0,2,3,"[0, 0, 0, '2231666']","[0, 0, 0, '21201']","[0, 0, 0, '1905']","[0, 0, 0, '0']","[0, 0, 0, '2015']",12030425
18,1,1,1,127,2,98,2,"['1727', '4160', '691', '8022']","['183', '308', '58', '191']","['0', '1', '2', '81']","['0', '0', '0', '0']","['28', '66', '29', '67']",1207778
60,4,7,33,322,3,176,4,"[0, '2761', '491', '3533']","[0, '193', '24', '117']","[0, '1', '0', '2']","[0, '0', '0', '0']","[0, '4', '4', '67']",1208506
5,13,2,17,81,1,31,4,"['1767', '327643', '11896', '666']","['114', '8733', '546', 0]","['1', '3079', '19', 0]","['0', '0', '0', '0']","['9', '5024', '82', '3']",1211177
0,0,0,0,12,0,5,3,"['157610', '4049', 0, '310522']","['10352', '180', 0, '10962']","['468', '23', 0, '2812']","['0', '0', 0, '0']","['2664', '71', 0, '4929']",12118739
11,5,1,22,131,0,71,4,"['5', '904', '34534', '852992']","['0', '23', '1186', '18043']","['0', '0', '33', '562']","['0', '0', '0', '0']","['0', '11', '116', '463']",1212500
0,1,0,0,12,1,5,1,"['17213', '4309', '2534', '1732']","['126', '22', '13', '10']","['1', '0', '0', '0']","['0', '0', '0', '0']","['13', '3', '1', '0']",1214345
1,2,0,0,13,0,4,3,"['41', '1522926', '2045', '32043']","['8', '30678', '53', '1137']","['0', '1512', '2', '29']","['0', '0', '0', '0']","['0', '759', '11', '146']",1214748
11,2,0,10,47,0,5,4,"['3731', '618', '93683', '2153']","['276', '50', '1900', '123']","['8', '2', '71', '4']","['0', '0', '0', '0']","['45', '6', '92', '70']",1214793
24,3,0,7,114,0,57,4,"['30535', '5190', '34', '100303']","['1086', '419', '2', '4120']","['36', '4', '0', '78']","['0', '0', '0', '0']","['327', '68', '0', '503']",1214962
5,2,0,1,38,0,19,2,"['255', '3484', '1522836', '35612']","['6', '167', '30681', '944']","['0', '8', '1512', '34']","['0', '0', '0', '0']","['2', '5', '759', '29']",1215809
0,12,0,4,32,0,4,4,"['2', 0, '1767428', '228382']","['0', 0, '33072', '5168']","['0', 0, '546', '82']","['0', 0, '0', '0']","['0', 0, '3898', '409']",121691
3,7,0,12,53,0,20,4,"['261', '1073', '691', '458']","['41', '49', '23', '7']","['0', '0', '0', '0']","['0', '0', '0', '0']","['3', '23', '16', '1']",121702
0,6,0,4,17,1,0,4,"[0, '342747', '153893', '2336899']","[0, '18020', '4533', '36653']","[0, '153', '62', '492']","[0, '0', '0', '0']","[0, '367', '188', '2092']",122052
3,3,0,8,29,0,6,5,"['688', '3528', '2345', '169']","['21', '239', '224', '3']","['0', '5', '2', '12']","['0', '0', '0', '0']","['8', '31', '19', '2']",1220569
0,0,0,0,9,0,5,2,"['57', '39', '480', '123']","['0', '0', '1', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","[0, 0, 0, 0]",12213677
0,1,0,0,6,0,1,1,"['395', '723', '128', '44695']","['1', '4', '2', '99']","['0', '0', '1', '28']","['0', '0', '0', '0']","['0', '0', '0', '32']",12217643
17,0,3,0,74,1,35,3,"['80', '10406', '1756', '950']","['5', '338', '78', '91']","['1', '33', '1', '2']","['0', '0', '0', '0']","['2', '79', '4', '39']",12224431
16,2,0,0,47,0,18,3,"['5928', '2044', '1156', '1374']","['401', '124', '187', '38']","['8', '49', '3', '1']","['0', '0', '0', '0']","['82', '71', '16', '22']",1223173
0,0,0,1,13,0,8,4,"['3866', '14939', '15756', '3409']","['418', '949', '779', '167']","['4', '21', '22', '1']","['0', '0', '0', '0']","['96', '109', '65', '20']",12239902
0,3,0,3,29,0,9,1,"['367', '446', '1177', '214']","['0', '0', '6', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '1']",1224368
1,3,0,7,28,1,8,4,"['4031', '30096', '492', '312119']","['190', '1414', '7', '3473']","['103', '43', '2', '64']","['0', '0', '0', '0']","['167', '252', '1', '157']",122645
29,17,11,70,789,2,559,4,"['2305', '348459', '24', '232165']","['89', '7921', '0', '7721']","['2', '300', '0', '54']","['0', '0', '0', '0']","['12', '1416', '0', '533']",12284542
218,18,52,14,1381,8,980,4,"['20943', 0, '1378', '2065']","['650', 0, '21', '12']","['26', 0, '0', '0']","['0', 0, '0', '0']","['76', 0, '4', '1']",1231176
4,9,0,27,135,0,62,2,"['8077', '9450', '13754', '1168']","['249', '273', '384', '10']","['8', '7', '18', '2']","['0', '0', '0', '0']","['30', '34', '47', '4']",123148
0,0,0,1,6,0,0,4,"['499', '220', '399094', '5784']","['8', '26', '25849', '35']","['0', '1', '273', '1']","['0', '0', '0', '0']","['4', '6', '841', '8']",12343377
5,1,0,3,21,0,7,2,"['2726', '2787', '4236', '510044']","['146', '109', '178', '9670']","['4', '4', '3', '307']","['0', '0', '0', '0']","['3', '4', '3', '628']",1235596
55,6,5,14,350,0,243,3,"['3374', '573', '241', '75']","['251', '2', '5', '0']","['55', '0', '1', '0']","['0', '0', '0', '0']","['351', '1', '0', '0']",1235870
5,1,0,1,20,0,8,4,"['807', '1667', '5382', '11660']","['48', '67', '202', '274']","['0', '2', '15', '17']","['0', '0', '0', '0']","['19', '10', '41', '21']",1236788
43,2,2,73,456,3,316,3,"['22019', '7380', '10414', '40222']","['498', '174', '292', '376']","['16', '6', '3', '19']","['0', '0', '0', '0']","['15', '47', '73', '152']",12368137
40,22,16,15,863,5,627,2,"['96', '32', '128751', '218469']","['8', '0', '2782', '5130']","['0', '0', '139', '243']","['0', '0', '0', '0']","['20', '0', '646', '1163']",1238021
8,2,0,7,36,0,11,3,"['1721', '3960', '1012', '451923']","['130', '274', '18', '6702']","['2', '3', '3', '315']","['0', '0', '0', '0']","['47', '62', '0', '346']",1239381
1,0,0,0,19,0,7,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",12397454
25,2,1,19,143,0,54,4,"['120', '1007', '1458', '1028']","['16', '124', '96', '34']","['0', '1', '1', '1']","['0', '0', '0', '0']","['4', '34', '2', '48']",1240131
153,1,4,8,191,0,15,4,"['109492', '14188', '55005', '199']","['3062', '302', '2193', '18']","['800', '10', '48', '0']","['0', '0', '0', '0']","[0, '13', '31', '0']",1240401
3,3,0,0,71,0,24,4,"['176', '1137', '9', '22149']","['13', '131', '1', '406']","['5', '4', '0', '13']","['0', '0', '0', '0']","['8', '20', 0, '51']",1240635
130,19,29,7,3790,8,3425,3,"['380', '17', '1297', '64372']","['3', '0', '6', '137']","['1', '0', '0', '31']","['0', '0', '0', '0']","['0', '0', '2', '87']",1241824
0,0,0,2,11,0,1,1,"['777', '1178', '1020', '562']","['4', '16', '5', '2']","['4', '1', '0', '1']","['0', '0', '0', '0']","['8', '3', '0', '1']",1242762
20,2,52,5,135,1,29,4,"['118', '23', '546', '5025']","['3', '0', '25', '53']","['1', '0', '2', '4']","['0', '0', '0', '0']","['0', '0', '9', '46']",1243063
10,11,0,38,251,0,110,5,"['70', '975', '2087', '122252', '254921']","['30', '53', '210', '4852', '5466']","['0', '0', '1', '239', '93']","['0', '0', '0', '0', '0']","['4', '24', '52', '486', '480']",124616
10,0,1,6,34,0,11,4,"['36', '118874', '1901', '643']","['1', '8354', '87', 0]","['0', '96', '5', 0]","['0', '0', '0', '0']","['0', '355', '5', '15']",1246771
3,4,0,12,43,0,13,3,"['379422', '130', 0, 0]","['19207', '10', 0, 0]","['209', '0', 0, 0]","['0', '0', 0, 0]","['2686', '0', 0, 0]",12472650
3,1,0,4,19,0,4,3,"['396314', 0, '3457', '2337']","['13850', 0, '124', '53']","['281', 0, '1', '63']","['0', 0, '0', '0']","['1398', 0, '13', '29']",1247311
5,3,0,10,75,0,41,4,"['3634', '11666', '2467', '15490']","['297', '565', '64', '116']","['6', '4', '1', '13']","['0', '0', '0', '0']","['75', '45', '9', '30']",1248117
2,3,0,1,21,0,3,4,"['96165', 0, '161', '47043']","['1733', 0, '5', '1402']","['62', 0, '0', '72']","['0', 0, '0', '0']","['285', 0, '0', '572']",1248369
1,0,0,0,7,0,2,4,"['298695', '965', '1316', '10090974']","['5166', '1', '7', '93840']","['511', '3', '4', '5222']","['0', '0', '0', '0']","['1126', '0', '0', '11568']",1249423
35,12,2,21,356,0,224,4,"['1420', '4966', 0, '109']","['71', '339', 0, '2']","['9', '15', 0, '0']","['0', '0', 0, '0']","['49', '82', 0, '0']",124988
1,5,0,13,40,0,13,3,"['1', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]",1251700
0,1,1,0,335,0,255,2,"['6103', '19728', '629', '442']","['141', '649', '3', '3']","['9', '9', '0', '2']","['0', '0', '0', '0']","['18', '66', '0', '0']",12524221
1,2,1,1,20,1,4,4,"['69523', 0, '168', '70042']","['1711', 0, '9', '1808']","['44', 0, '1', '182']","['0', 0, '0', '0']","['1', 0, '18', '240']",1253817
0,1,1,4,10,0,0,4,"['6085', '182', '4943', 0]","['424', '0', '191', 0]","['10', '0', '9', 0]","['0', '0', '0', 0]","['37', '0', '34', 0]",125416
0,1,0,1,10,0,0,4,"['61422', '206', '355094', '202']","['1806', '26', '3043', '2']","['277', '0', '221', '0']","['0', '0', '0', '0']","['210', '1', '375', '1']",12543184
18,1,1,8,61,0,24,4,"['1287', '18833', '4115', '552560']","['101', '905', '114', '24110']","['0', '20', '4', '272']","['0', '0', '0', '0']","['0', '116', '29', '672']",1254639
0,1,0,13,21,0,2,3,"['148884', '317', 0, '1726801']","['1966', '14', 0, '32671']","['55', '0', 0, '1270']","['0', '0', 0, '0']","['290', '3', 0, '8755']",1255478
6,3,1,0,78,0,63,2,"['72', '90', '480', 0]","['5', '2', 0, 0]","['0', '0', 0, 0]","['0', '0', '0', 0]","['0', '1', '2', 0]",1255834
3,0,1,5,23,0,10,2,"['4706', '13304', '31285', '11049']","['124', '722', '385', '271']","['6', '13', '13', '7']","['0', '0', '0', '0']","['10', '115', '27', '20']",1255930
0,2,0,3,17,0,4,4,"['1269', '453200', '1504249', '6919037']","['99', '22149', '18819', '82970']","['8', '526', '1581', '4047']","['0', '0', '0', '0']","['23', '3139', '1559', '17896']",1257248
10,13,5,70,353,0,226,3,"['214966', '175144', '564132', '58489']","['8344', '787', '11534', '5790']","['93', '8', '439', '79']","['0', '0', '0', '0']","['560', '77', '740', '584']",12582341
6,1,0,0,28,0,16,1,"['145', '185', '161', '155']","['2', '1', '1', '1']","['0', '0', '1', '0']","['0', '0', '0', '0']","['0', '0', '3', '0']",1258791
3,1,0,1,15,0,2,4,"['157', '2364', '11750', '195']","['15', '213', '166', '18']","['0', '48', '714', '2']","['0', '0', '0', '0']","['5', '308', '270', '15']",12597798
135,5,8,10,396,1,210,3,"['19971', '12358', '64639', '322']","['1035', '672', '2422', '44']","['190', '87', '1312', '1']","['0', '0', '0', '0']","['1411', '442', '5988', '50']",1263597
0,0,0,0,27,0,13,2,"['39740', '68501', '27825', '100404']","['2736', '2079', '1179', '4121']","['50', '68', '67', '78']","['0', '0', '0', '0']","['729', '309', '244', '503']",1264549
1,4,10,3,31,0,7,1,"['458', '540', '463', '1244']","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '1']",1264900
24,9,4,17,132,0,58,4,"[0, '25', '965943', '28477']","[0, '1', '19563', '764']","[0, '0', '186', '15']","[0, '0', '0', '0']","[0, '0', '1922', '93']",126679
96,19,23,50,1428,2,1129,4,"['223', '1668', '8715', '1945']","['19', '138', '179', '26']","['0', '2', '8', '33']","['0', '0', '0', '0']","['0', '21', '7', '53']",1268902
0,5,0,2,29,0,12,3,"['4519', '740', '2503', '576']","['11', '8', '10', '0']","['0', '0', '1', '0']","['0', '0', '0', '0']","['0', '0', '3', '0']",126921
8,3,0,3,160,0,130,4,"['82224', '10910', '16935', '3399']","['2584', '498', 0, '143']","['80', '5', 0, '1']","['0', '0', '0', '0']","['188', '37', '12', '9']",1269304
2,3,0,7,96,0,13,4,"[0, '96723', '22515', '49417']","[0, '3422', '588', '987']","[0, '113', '207', '71']","[0, '0', '0', '0']","[0, '455', '114', '108']",1273866
0,1,0,2,10,0,0,3,"['861', 0, '2458', '4297']","['65', 0, '34', '39']","['0', 0, '13', '12']","['0', 0, '0', '0']","['40', 0, '18', '39']",127456
1,0,0,0,12,0,4,2,"['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]","['0', '0', 0, 0]",1276406
9,24,0,30,115,0,26,4,"['425', '106815', '94981', '1679028']","['47', '2037', '1447', '15920']","['0', '37', '26', '439']","['0', '0', '0', '0']","['17', '92', '130', '757']",127764
5,16,2,18,137,1,38,3,"['11344', '5132', '14056', '3219']","['493', '284', '562', '215']","['8', '12', '135', '11']","['0', '0', '0', '0']","['25', '113', '502', '77']",127967
5,1,2,0,32,0,16,3,"['1156', '420', '56783', '1244']","['187', '36', '1432', '11']","['3', '1', '78', '1']","['0', '0', '0', '0']","['16', '11', '321', '0']",1283097
1,0,0,0,12,0,7,2,"['479', '42', '18', '78']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']",1284282
1,2,0,1,18,0,7,3,"['168', '27918', 0, 0]","['4', '383', 0, 0]","['1', '16', 0, 0]","['0', '0', 0, 0]","['0', '119', 0, 0]",1284389
0,0,1,0,5,0,0,2,"['240', '807', '240681', '6184']","['11', '32', '8175', '57']","['0', '1', '181', '8']","['0', '0', '0', '0']","['1', '1', '563', '10']",12852866
2,1,1,2,71,0,16,4,"['511', '654', '2161', '958']","[0, '46', '127', 0]","[0, '1', '8', 0]","['0', '0', '0', '0']","['14', '15', '26', '7']",1286170
2,1,0,0,12,1,4,1,"['1255', '622', '329', '226']","['7', '1', '1', '0']","['0', '4', '0', '1']","['0', '0', '0', '0']","['1', '1', '1', '0']",128767
0,1,0,0,22,0,2,1,"['1160', '9992', '4800', '54782']","['7', '39', '13', '166']","['0', '2', '2', '24']","['0', '0', '0', '0']","['0', '9', '2', '43']",12900122
1,2,1,2,23,0,1,3,"['7186', '36407', '105', '1114']","['343', '1138', '0', '15']","['4', '28', '1', '0']","['0', '0', '0', '0']","['63', '225', '0', '0']",1292038
10,0,0,3,80,2,45,3,"['2054', '1603', 0, '45028']","['108', '97', 0, '3024']","['6', '11', 0, '37']","['0', '0', 0, '0']","['26', '18', 0, '577']",129398
31,10,5,46,2109,1,1973,4,"['655', 0, '1653', '932071']","['65', 0, '221', '26308']","['2', 0, '2', '708']","['0', 0, '0', '0']","['5', 0, '29', '815']",1294933
7,1,1,6,46,0,16,4,"[0, '84215', '9687', '142']","[0, '2136', '419', '5']","[0, '103', '11', '1']","[0, '0', '0', '0']","[0, '208', '71', '0']",1296071
13,0,0,3,30,0,6,4,"['3704', '207', '176', '5665']","['99', '14', '13', '329']","['1', '1', '1', '12']","['0', '0', '0', '0']","['9', '22', '9', '97']",1297279
10,8,5,16,139,1,82,3,"['7637', '2778', '5825', '5350']","['239', '89', '148', '19']","['430', '98', '78', '5']","['0', '0', '0', '0']","['531', '174', '312', '43']",1298469
4,1,1,0,16,0,4,4,"['1342', '2720', '3195', '6512']","['115', '2', '178', '428']","['1', '0', '3', '23']","['0', '0', '0', '0']","['45', '4', '25', '39']",129955
5,1,9,3,50,0,13,3,"['37644', 0, 0, '639']","['1193', 0, 0, '25']","['31', 0, 0, '1']","['0', 0, 0, '0']","['56', 0, 0, '3']",1299565
31,3,3,3,161,0,37,4,"['1715', '9044', '332651', '4869']","['144', '225', '12106', '182']","['1', '13', '374', '4']","['0', '0', '0', '0']","['22', '15', '636', '27']",1299817
10,0,1,6,118,2,88,4,"['31', '43', '173', 0]","['3', '0', '8', 0]","['0', '0', '0', 0]","['0', '0', '0', 0]","['0', '0', '2', 0]",1300020
2,0,0,0,10,0,3,2,"['8493', '9862', '14622', '7872']","['257', '279', '404', '114']","['8', '8', '18', '24']","['0', '0', '0', '0']","['31', '34', '47', '40']",1301016
37,3,1,16,239,0,159,4,"['1', '5490', '66824', '42697']","['0', '281', '3363', '1643']","['0', '20', '403', '16']","['0', '0', '0', '0']","['0', '44', '553', '85']",1302039
0,2,0,0,12,0,3,3,"['7672', '2780', '5830', 0]","['239', '89', '148', 0]","['432', '98', '78', 0]","['0', '0', '0', 0]","['531', '174', '312', 0]",1302848
19,5,8,9,218,1,148,3,"['25', '1663', '1411', '4094']","['3', 0, 0, '37']","['0', 0, 0, '2']","['0', '0', '0', '0']","['0', '7', '4', '0']",1304465
5,0,0,0,21,0,5,4,"['6808', '3833', '156026', '124999']","['302', '245', '2229', '493']","['14', '2', '50', '25']","['0', '0', '0', '0']","['34', '30', '91', '62']",1304581
0,0,0,0,21,0,1,3,"[0, 0, 0, '64982']","[0, 0, 0, '1459']","[0, 0, 0, '32']","[0, 0, 0, '0']","[0, 0, 0, '90']",13046406
0,1,0,8,22,0,4,3,"['21', '607', '263', 0]","['2', 0, 0, 0]","['0', 0, 0, 0]","['0', '0', '0', 0]","['0', '4', '6', 0]",1305648
2,2,1,18,53,0,22,3,"['1', '2103', 0, '3462']","['0', '103', 0, '41']","['0', '1', 0, '1']","['0', '0', 0, '0']","['0', '8', 0, '4']",1306954
3,4,0,10,60,1,22,4,"['3850', '13845', 0, '49416']","['166', '147', 0, '987']","['1', '25', 0, '71']","['0', '0', 0, '0']","['23', '13', 0, '108']",1308586
0,4,0,3,40,0,21,4,"['150', '19951', '91903', '6123']","['7', '1482', '4481', '639']","['0', '23', '79', '9']","['0', '0', '0', '0']","['5', '183', '529', '64']",1309658
1,0,28,2,8850,3,8587,4,"['35', '8711', 0, '8']","['0', '477', 0, '0']","['0', '47', 0, '0']","['0', '0', 0, '0']","['0', '108', 0, '0']",13096653
1,1,1,0,13,0,4,1,"['251', '1584', '186', '1262']","['1', '4', '0', '4']","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '1', '0', '0']",1311205
1,0,4,0,656,4,530,4,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",1314898
7,4,5,6,123,0,75,3,"['71', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]","['0', 0, 0, 0]",1314989
47,2,3,5,160,2,79,5,"['26370', '108', '34', '11599']","['1361', '9', '2', 0]","['124', '0', '1', 0]","['0', '0', '0', '0']","['919', '8', '0', '11']",1315531
2,0,0,0,8,0,0,2,"['11273', '4104', '4000', '4061']","['256', '133', '161', '183']","['12', '4', '4', '2']","['0', '0', '0', '0']","['18', '6', '9', '43']",1316086
2,0,1,0,7,0,0,4,"[0, '327', '27348', 0]","[0, 0, '1963', 0]","[0, 0, '25', 0]","[0, '0', '0', 0]","[0, '0', '258', 0]",13225451
0,1,0,0,12,0,6,2,"['2189', '106771', '159646', '27265']","['37', '6869', '8311', '1954']","['0', '152', '52', '25']","['0', '0', '0', '0']","['18', '1154', '635', '258']",13225455
1,1,0,0,8,0,2,3,"['221', '166190', '50173', '51124']","['44', '5744', '3549', '3939']","['2', '360', '271', '275']","['0', '0', '0', '0']","['44', '955', '584', '656']",1324023
1,1,0,0,18,0,4,4,"[0, '61', 0, '4335']","[0, '3', 0, '63']","[0, '0', 0, '9']","[0, '0', 0, '0']","[0, 0, 0, '12']",1325620
